"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
FALSE,TRUE,77,,,BCK1,BCK1;LAS3;SLK1;SSP31,TRUE,YJL095W,MAPKKK acting in the protein kinase C signaling pathway,S000003631;,Bypass of C Kinase,Verified,YJL095W,Cytoplasm {ECO:0000305}.,17.88902,FALSE,Q01389
FALSE,TRUE,77,,,NBA1,NBA1,TRUE,YOL070C,Protein involved in axial bud site selection,S000005431;,Nap1p and Bud neck Associated,Verified,YOL070C,Bud neck {ECO:0000269|PubMed:18086883}. Cytoplasm {ECO:0000269|PubMed:14562095}. Note=Assembles at the inner surface of the cell membrane. Localizes to the septin cortex prior to bud emergence and to actin cap in unbudded cells. {ECO:0000269|PubMed:18086883}.,21.28413,FALSE,Q08229
FALSE,TRUE,210,GET complex,CPX-956,GET1,GET1;MDM39,TRUE,YGL020C,Subunit of the GET complex,S000002988;,Guided Entry of Tail-anchored proteins,Verified,YGL020C,Endoplasmic reticulum membrane;Multi-pass membrane protein. Golgi apparatus membrane;Multi-pass membrane protein. Mitochondrion membrane {ECO:0000269|PubMed:16823961};Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.,21.35066,FALSE,P53192
FALSE,TRUE,210,GET complex,CPX-956,GET2,GET2;HUR2;RMD7,TRUE,YER083C,Subunit of the GET complex,S000000885;,Guided Entry of Tail-anchored proteins,Verified,YER083C,Endoplasmic reticulum membrane;Multi-pass membrane protein. Golgi apparatus membrane;Multi-pass membrane protein.,20.26456,FALSE,P40056
FALSE,TRUE,210,GET complex,CPX-956,GET3,GET3;ARR4,TRUE,YDL100C,Guanine nucleotide exchange factor for Gpa1p,S000002258;,Guided Entry of Tail-anchored proteins,Verified,YDL100C,Cytoplasm. Endoplasmic reticulum. Golgi apparatus. Note=GET1 and GET2 are required for targeting GET3 to the endoplasmic reticulum.,22.0719,FALSE,Q12154
FALSE,FALSE,210,,,ELO2,ELO2;FEN1;GNS1;VBM2,TRUE,YCR034W,"Fatty acid elongase, involved in sphingolipid biosynthesis",S000000630;,fatty acid ELOngation,Verified,YCR034W,"Endoplasmic reticulum membrane {ECO:0000269|PubMed:12087109, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9832547};Multi-pass membrane protein {ECO:0000255}.",22.28499,FALSE,P25358
FALSE,TRUE,552,,,JSN1,JSN1;PUF1,TRUE,YJR091C,Member of the Puf family of RNA-binding proteins,S000003851;,Just Say No,Verified,YJR091C,,21.09872,FALSE,P47135
FALSE,TRUE,552,,,RBL2,RBL2,TRUE,YOR265W,Protein involved in microtubule morphogenesis,S000005791;,Rescues Beta-tubulin Lethality,Verified,YOR265W,"Cytoplasm, cytoskeleton.",22.20536,FALSE,P48606
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE4,PRE4,TRUE,YFR050C,Beta 7 subunit of the 20S proteasome,S000001946;,PRoteinase yscE,Verified,YFR050C,"Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU00809, ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.",21.84645,FALSE,P30657
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN12,RPN12;NIN1,TRUE,YFR052W,Subunit of the 19S regulatory particle of the 26S proteasome lid,S000001948;,Regulatory Particle Non-ATPase,Verified,YFR052W,,21.54461,FALSE,P32496
FALSE,TRUE,8,,,RPN14,RPN14,TRUE,YGL004C,Evolutionarily conserved 19S regulatory particle assembly-chaperone,S000002972;,Regulatory Particle Non-ATPase,Verified,YGL004C,Cytoplasm. Nucleus.,20.73976,FALSE,P53196
FALSE,TRUE,8,,,ADD66,ADD66;PBA2;POC2,TRUE,YKL206C,Protein involved in 20S proteasome assembly,S000001689;,Alpha1-proteinase inhibitor-Degradation Deficient,Verified,YKL206C,Cytoplasm {ECO:0000269|PubMed:17634286}.,19.63414,FALSE,P36040
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN2,RPN2;SEN3,TRUE,YIL075C,Subunit of the 26S proteasome,S000001337;,Regulatory Particle Non-ATPase,Verified,YIL075C,,22.82444,FALSE,P32565
FALSE,TRUE,8,,,YCH1,YCH1,TRUE,YGR203W,Phosphatase with sequence similarity to Mih1p,S000003435;,Yeast Cdc25 Homolog,Verified,YGR203W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,21.25461,FALSE,P42937
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPT5,RPT5;YTA1,TRUE,YOR117W,ATPase of the 19S regulatory particle of the 26S proteasome,S000005643;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YOR117W,Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}.,23.28789,FALSE,P33297
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE5,PRE5,TRUE,YMR314W,Alpha 6 subunit of the 20S proteasome,S000004931;,PRoteinase yscE,Verified,YMR314W,Cytoplasm. Nucleus.,23.63069,FALSE,P40302
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE6,PRE6,TRUE,YOL038W,Alpha 4 subunit of the 20S proteasome,S000005398;,PRoteinase yscE,Verified,YOL038W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,22.75047,FALSE,P40303
FALSE,TRUE,8,,,TRM1,TRM1,TRUE,YDR120C,tRNA methyltransferase,S000002527;,tRNA Methyltransferase,Verified,YDR120C,[Isoform 1]: Mitochondrion.;[Isoform 2]: Mitochondrion. Nucleus inner membrane;Peripheral membrane protein;Nucleoplasmic side. Note=Predominantly targeted to the nucleus.,20.03468,FALSE,P15565
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PUP1,PUP1,TRUE,YOR157C,Beta 2 subunit of the 20S proteasome,S000005683;,PUtative Proteasome subunit,Verified,YOR157C,Cytoplasm. Nucleus.,23.98867,FALSE,P25043
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPT6,RPT6;CIM3;CRL3;SUG1;TBPY;TBY1,TRUE,YGL048C,ATPase of the 19S regulatory particle of the 26S proteasome,S000003016;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YGL048C,Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}.,23.62869,FALSE,Q01939
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN5,RPN5;NAS5,TRUE,YDL147W,Subunit of the CSN and 26S proteasome lid complexes,S000002306;,Regulatory Particle Non-ATPase,Verified,YDL147W,,22.96485,FALSE,Q12250
FALSE,TRUE,8,,,NAS6,NAS6,TRUE,YGR232W,Evolutionarily conserved 19S regulatory particle assembly-chaperone,S000003464;,Non-ATPase Subunit 6,Verified,YGR232W,,20.73776,FALSE,P50086
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE10,PRE10;PRC1;PRS1,TRUE,YOR362C,Alpha 7 subunit of the 20S proteasome,S000005889;,PRoteinase yscE,Verified,YOR362C,Cytoplasm. Nucleus.,24.3055,FALSE,P21242
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,SEM1,SEM1;DSH1,TRUE,YDR363W-A,19S proteasome regulatory particle lid subcomplex component,S000007235;,Suppressor of Exocyst Mutations,Verified,YDR363W-A,,22.06162,FALSE,O94742
FALSE,FALSE,8,CUL8-MMS1-ESC2 E3 ubiquitin ligase complex,CPX-1166,ESC2,ESC2,TRUE,YDR363W,Sumo-like domain protein,S000002771;,Establishment of Silent Chromatin,Verified,YDR363W,Cytoplasm. Nucleus.,17.49056,FALSE,Q06340
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,PRE1,PRE1,FALSE,YER012W,Beta 4 subunit of the 20S proteasome,S000000814;,PRoteinase yscE,Verified,YER012W,Cytoplasm. Nucleus.,,FALSE,P22141
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PUP2,PUP2;DOA5,TRUE,YGR253C,Alpha 5 subunit of the 20S proteasome,S000003485;,PUtative Proteasome subunit,Verified,YGR253C,Cytoplasm. Nucleus.,24.03193,FALSE,P32379
FALSE,TRUE,8,Nucleotide excision repair factor 2 complex,CPX-1640,RAD4,RAD4,TRUE,YER162C,Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2,S000000964;,RADiation sensitive,Verified,YER162C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,18.94504,FALSE,P14736
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,PUP3,PUP3,FALSE,YER094C,Beta 3 subunit of the 20S proteasome,S000000896;,PUtative Proteasome subunit,Verified,YER094C,Cytoplasm. Nucleus.,,FALSE,P25451
FALSE,TRUE,8,Peptide:N-glycanase-Rad23 complex;CDC48-CDC23-UFD2 complex;Nucleotide excision repair factor 2 complex,CPX-1320;CPX-1323;CPX-1640,RAD23,RAD23,TRUE,YEL037C,Protein with ubiquitin-like N terminus,S000000763;,RADiation sensitive,Verified,YEL037C,Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.,20.26493,FALSE,P32628
FALSE,TRUE,8,,,BLM10,BLM10;BLM3,TRUE,YFL007W,Proteasome activator,S000001887;,BLeoMycin resistance,Verified,YFL007W,Nucleus. Cytoplasm.,18.15658,FALSE,P43583
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE8,PRE8;PRS4,TRUE,YML092C,Alpha 2 subunit of the 20S proteasome,S000004557;,PRoteinase yscE,Verified,YML092C,Cytoplasm. Nucleus.,23.56867,FALSE,P23639
FALSE,FALSE,8,,,UMP1,UMP1,TRUE,YBR173C,Chaperone required for correct maturation of the 20S proteasome,S000000377;,Ubiquitin-Mediated Proteolysis,Verified,YBR173C,,,FALSE,P38293
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,PRE7,PRE7;PRS3;PTS1,FALSE,YBL041W,Beta 6 subunit of the 20S proteasome,S000000137;,PRoteinase yscE,Verified,YBL041W,Cytoplasm. Nucleus.,,FALSE,P23724
FALSE,TRUE,8,,,MRX12,MRX12,TRUE,YJR003C,Protein that associates with mitochondrial ribosome,S000003763;,Mitochondrial oRganization of gene eXpression (MIOREX),Uncharacterized,YJR003C,"Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}.",20.62931,TRUE,P47084
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,RPT3,RPT3;YNT1;YTA2,TRUE,YDR394W,ATPase of the 19S regulatory particle of the 26S proteasome,S000002802;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YDR394W,Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}.,20.02735,FALSE,P33298
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,RPN3,RPN3;SUN2,TRUE,YER021W,Essential non-ATPase regulatory subunit of the 26S proteasome lid,S000000823;,Regulatory Particle Non-ATPase,Verified,YER021W,,13.18077,FALSE,P40016
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN9,RPN9;NAS7,TRUE,YDR427W,Non-ATPase regulatory subunit of the 26S proteasome,S000002835;,Regulatory Particle Non-ATPase,Verified,YDR427W,,21.85653,FALSE,Q04062
FALSE,TRUE,8,,,EFM1,EFM1,TRUE,YHL039W,Lysine methyltransferase,S000001031;,Elongation Factor Methyltransferase,Verified,YHL039W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.02602,FALSE,P38732
FALSE,TRUE,8,,,ESC1,ESC1,TRUE,YMR219W,Protein involved in telomeric silencing,S000004832;,Establishes Silent Chromatin,Verified,YMR219W,"Nucleus {ECO:0000269|PubMed:12417731, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15014445}. Note=Concentrated at the nuclear periphery.",18.23952,FALSE,Q03661
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN11,RPN11;MPR1,TRUE,YFR004W,Metalloprotease subunit of 19S regulatory particle,S000001900;,Regulatory Particle Non-ATPase,Verified,YFR004W,,22.8059,FALSE,P43588
FALSE,TRUE,8,,,NAS2,NAS2,TRUE,YIL007C,Evolutionarily conserved 19S regulatory particle assembly-chaperone,S000001269;,Non-ATPase Subunit,Verified,YIL007C,,20.94013,FALSE,P40555
FALSE,TRUE,8,,,ECM29,ECM29,TRUE,YHL030W,Scaffold protein,S000001022;,ExtraCellular Mutant,Verified,YHL030W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,20.01233,FALSE,P38737
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN10,RPN10;MCB1;SUN1,TRUE,YHR200W,Proteasome polyubiquitin receptor,S000001243;,Regulatory Particle Non-ATPase,Verified,YHR200W,,19.93402,FALSE,P38886
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE3,PRE3,TRUE,YJL001W,Beta 1 subunit of the 20S proteasome,S000003538;,PRoteinase yscE,Verified,YJL001W,Cytoplasm. Nucleus.,23.0399,FALSE,P38624
FALSE,FALSE,8,,,NCW2,NCW2,TRUE,YLR194C,Structural constituent of the cell wall,S000004184;,Novel Cell Wall protein,Verified,YLR194C,"Cell membrane {ECO:0000269|PubMed:10383953, ECO:0000269|PubMed:11016834};Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:10383953, ECO:0000269|PubMed:11016834}.",19.99242,FALSE,Q05777
FALSE,TRUE,8,,,PBA1,PBA1;POC1,TRUE,YLR199C,Protein involved in 20S proteasome assembly,S000004189;,Proteasome Biogenesis-Associated,Verified,YLR199C,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.07774,FALSE,Q05778
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPT4,RPT4;CRL13;PCS1;SUG2,TRUE,YOR259C,ATPase of the 19S regulatory particle of the 26S proteasome,S000005785;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YOR259C,,23.13323,FALSE,P53549
FALSE,FALSE,8,,,NFT1,NFT1,TRUE,YKR103W,Putative transporter of the MRP subfamily,S000001811;,New Full-length MRP-type Transporter,Verified,YKR103W,Membrane;Multi-pass membrane protein.,18.99477,FALSE,P0CE68
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN8,RPN8,TRUE,YOR261C,Essential non-ATPase regulatory subunit of the 26S proteasome,S000005787;,Regulatory Particle Non-ATPase,Verified,YOR261C,,21.59599,FALSE,Q08723
FALSE,TRUE,8,,,HSM3,HSM3,TRUE,YBR272C,Evolutionarily conserved 19S regulatory particle assembly-chaperone,S000000476;,enHanced Spontaneous Mutability,Verified,YBR272C,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.73303,FALSE,P38348
FALSE,FALSE,8,,,UBP6,UBP6,TRUE,YFR010W,Ubiquitin-specific protease,S000001906;,UBiquitin-specific Protease,Verified,YFR010W,,21.92212,FALSE,P43593
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,PRE9,PRE9;PRS5,TRUE,YGR135W,Alpha 3 subunit of the 20S proteasome,S000003367;,PRoteinase yscE,Verified,YGR135W,Cytoplasm. Nucleus.,22.89482,FALSE,P23638
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN13,RPN13;DAQ1,TRUE,YLR421C,Subunit of the 19S regulatory particle of the 26S proteasome lid,S000004413;,Regulatory Particle Non-ATPase,Verified,YLR421C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,20.35455,FALSE,O13563
FALSE,FALSE,8,,,FUB1,FUB1,FALSE,YCR076C,Proteasome-binding protein,S000000672;,FUnction of Boundary,Verified,YCR076C,,,FALSE,P25659
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,RPT2,RPT2;YHS4;YTA5,FALSE,YDL007W,ATPase of the 19S regulatory particle of the 26S proteasome,S000002165;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YDL007W,Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}.,,FALSE,P40327
FALSE,TRUE,8,,,TSC10,TSC10,TRUE,YBR265W,3-ketosphinganine reductase,S000000469;,Temperature-sensitive Suppressors of Csg2 mutants,Verified,YBR265W,Endoplasmic reticulum membrane {ECO:0000305};Single-pass membrane protein {ECO:0000305}.,20.15428,FALSE,P38342
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN1,RPN1;HRD2;NAS1;RPD1,TRUE,YHR027C,Non-ATPase base subunit of the 19S RP of the 26S proteasome,S000001069;,Regulatory Particle Non-ATPase,Verified,YHR027C,,22.50848,FALSE,P38764
FALSE,TRUE,8,,,CUZ1,CUZ1,TRUE,YNL155W,Protein with a role in the ubiquitin-proteasome pathway,S000005099;,Cdc48-associated UBL/Zn-finger protein,Verified,YNL155W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.06554,FALSE,P53899
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPN6,RPN6;NAS4,TRUE,YDL097C,"Essential, non-ATPase regulatory subunit of the 26S proteasome lid",S000002255;,Regulatory Particle Non-ATPase,Verified,YDL097C,,21.60696,FALSE,Q12377
FALSE,TRUE,8,,,SCS7,SCS7;FAH1,TRUE,YMR272C,Sphingolipid alpha-hydroxylase,S000004885;,Suppressor of Ca2+ Sensitivity,Verified,YMR272C,Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.,20.66952,FALSE,Q03529
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,RPT1,RPT1;CIM5;YTA3,TRUE,YKL145W,ATPase of the 19S regulatory particle of the 26S proteasome,S000001628;,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",Verified,YKL145W,Cytoplasm {ECO:0000305}. Nucleus {ECO:0000269|PubMed:14562095}.,23.20311,FALSE,P33299
FALSE,TRUE,8,26S Proteasome complex,CPX-2262,SCL1,SCL1;PRC2;PRS2,TRUE,YGL011C,Alpha 1 subunit of the 20S proteasome,S000002979;,Suppressor of Crl3 ts Lethality,Verified,YGL011C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,24.3659,FALSE,P21243
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,PRE2,PRE2;DOA3;PRG1,TRUE,YPR103W,Beta 5 subunit of the 20S proteasome,S000006307;,PRoteinase yscE,Verified,YPR103W,Cytoplasm. Nucleus.,,FALSE,P30656
FALSE,FALSE,8,26S Proteasome complex,CPX-2262,RPN7,RPN7,TRUE,YPR108W,Essential non-ATPase regulatory subunit of the 26S proteasome,S000006312;,Regulatory Particle Non-ATPase,Verified,YPR108W,,19.59471,FALSE,Q06103
FALSE,FALSE,593,acyl-CoA ceramide synthase complex,CPX-1706,LIP1,LIP1,FALSE,YMR298W,Ceramide synthase subunit,S000004913;,Lag1p/Lac1p Interacting Protein,Verified,YMR298W,Endoplasmic reticulum membrane {ECO:0000269|PubMed:15692566};Single-pass type II membrane protein {ECO:0000269|PubMed:15692566}.,,FALSE,Q03579
FALSE,TRUE,593,,,YMR114C,YMR114C,TRUE,YMR114C,Protein of unknown function,S000004720;,,Verified,YMR114C,Note=Localizes to replication forks. {ECO:0000250|UniProtKB:Q96FZ2}.,15.8289,FALSE,Q04471
FALSE,FALSE,47,Coenzyme A-synthesizing protein complex,CPX-396,CAB5,CAB5,TRUE,YDR196C,Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC),S000002604;,,Verified,YDR196C,"Endoplasmic reticulum {ECO:0000269|PubMed:14690591}. Mitochondrion {ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:16823961}. Nucleus {ECO:0000269|PubMed:14690591}. Note=Nuclear envelope. {ECO:0000269|PubMed:14690591}.",19.97693,FALSE,Q03941
FALSE,FALSE,47,GINS complex,CPX-1641,PSF2,PSF2,FALSE,YJL072C,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p)",S000003608;,Partner of Sld Five,Verified,YJL072C,Nucleus {ECO:0000269|PubMed:12730134}.,,FALSE,P40359
FALSE,TRUE,47,MCM complex,CPX-2944,MCM4,MCM4;CDC54;HCD21,TRUE,YPR019W,Essential helicase component of heterohexameric MCM2-7 complexes,S000006223;,MiniChromosome Maintenance,Verified,YPR019W,Nucleus {ECO:0000250}.,20.87073,FALSE,P30665
FALSE,TRUE,47,MCM complex,CPX-2944,MCM6,MCM6,TRUE,YGL201C,Protein involved in DNA replication,S000003169;,MiniChromosome Maintenance,Verified,YGL201C,Nucleus {ECO:0000305}.,21.7305,FALSE,P53091
FALSE,TRUE,47,CMG helicase complex,CPX-297,CDC45,CDC45;SLD4,TRUE,YLR103C,DNA replication initiation factor,S000004093;,Cell Division Cycle,Verified,YLR103C,Nucleus {ECO:0000269|PubMed:8901577}.,18.31422,FALSE,Q08032
FALSE,TRUE,47,,,PFK27,PFK27,TRUE,YOL136C,6-phosphofructo-2-kinase,S000005496;,6-PhosphoFructo-2-Kinase,Verified,YOL136C,,19.11523,FALSE,Q12471
FALSE,FALSE,47,GINS complex,CPX-1641,SLD5,SLD5,FALSE,YDR489W,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p)",S000002897;,Synthetic Lethality with Dpb11-1,Verified,YDR489W,Nucleus {ECO:0000269|PubMed:12730134}.,,FALSE,Q03406
FALSE,TRUE,47,Replication fork protection complex,CPX-1673,TOF1,TOF1,TRUE,YNL273W,Subunit of a replication-pausing checkpoint complex,S000005217;,TOpoisomerase I-interacting Factor,Verified,YNL273W,"Nucleus {ECO:0000269|PubMed:12944972, ECO:0000269|PubMed:14562095}. Note=Associated with chromatin during S phase.",18.77528,FALSE,P53840
FALSE,FALSE,47,GINS complex,CPX-1641,PSF3,PSF3,FALSE,YOL146W,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p)",S000005506;,Partner of Sld Five,Verified,YOL146W,Nucleus {ECO:0000269|PubMed:12730134}.,,FALSE,Q12146
FALSE,TRUE,47,,,MCM10,MCM10;DNA43,TRUE,YIL150C,Essential chromatin-associated protein,S000001412;,MiniChromosome Maintenance,Verified,YIL150C,"Nucleus {ECO:0000269|PubMed:10783164, ECO:0000269|PubMed:11168584, ECO:0000269|PubMed:13680157, ECO:0000269|PubMed:9154825}. Note=Colocalizes with ORC1 on chromatin independent from cell cycle. According to PubMed:15494305 is recruited to replication origins in a cell cycle regulated manner.",17.86663,FALSE,P32354
FALSE,FALSE,47,MCM complex,CPX-2944,MCM3,MCM3,FALSE,YEL032W,Protein involved in DNA replication,S000000758;,MiniChromosome Maintenance,Verified,YEL032W,Nucleus.,,FALSE,P24279
FALSE,FALSE,47,GINS complex,CPX-1641,PSF1,PSF1,FALSE,YDR013W,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p)",S000002420;,Partner of Sld Five,Verified,YDR013W,Nucleus {ECO:0000269|PubMed:12730134}. Note=Associates with autonomously replicating sequence (ARS) regions in S phase. This association requires SLD3 and DPB11.,,FALSE,Q12488
FALSE,TRUE,47,MCM complex,CPX-2944,MCM7,MCM7;CDC47,TRUE,YBR202W,Component of the Mcm2-7 hexameric helicase complex,S000000406;,MiniChromosome Maintenance,Verified,YBR202W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,22.29403,FALSE,P38132
FALSE,FALSE,47,MCM complex,CPX-2944,MCM5,MCM5;CDC46,FALSE,YLR274W,Component of the Mcm2-7 hexameric helicase complex,S000004264;,MiniChromosome Maintenance,Verified,YLR274W,Nucleus. Note=Mobilized from the cytoplasm to the nucleus as mitosis is completed. Remains in the nucleus until the initiation of the next round of replication.,,FALSE,P29496
FALSE,FALSE,47,,,PNS1,PNS1,TRUE,YOR161C,Protein of unknown function,S000005687;,pH Nine Sensitive,Verified,YOR161C,Cell membrane {ECO:0000250};Multi-pass membrane protein {ECO:0000250}.,17.47214,FALSE,Q12412
FALSE,TRUE,327,,,ALK1,ALK1,TRUE,YGL021W,Atypical protein kinase,S000002989;,,Verified,YGL021W,,17.26234,FALSE,P43633
FALSE,TRUE,327,"TORC1 serine/threonine-protein kinase complex, TOR1 variant;TORC1 serine/threonine-protein kinase complex, TOR2 variant",CPX-1715;CPX-1716,TCO89,TCO89,TRUE,YPL180W,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p),S000006101;,Tor Complex One,Verified,YPL180W,"Cell membrane;Peripheral membrane protein;Cytoplasmic side. Vacuole membrane;Peripheral membrane protein;Cytoplasmic side. Note=Also localizes to membranous structures both proximal to, yet distinct from, the plasma membrane as well as within the cell interior, probably endosomal or Golgi membranes.",19.26611,FALSE,Q08921
FALSE,TRUE,327,"TORC1 serine/threonine-protein kinase complex, TOR1 variant;TORC1 serine/threonine-protein kinase complex, TOR2 variant",CPX-1715;CPX-1716,KOG1,KOG1;LAS24,TRUE,YHR186C,Subunit of TORC1,S000001229;,Kontroller Of Growth,Verified,YHR186C,"Cell membrane;Peripheral membrane protein;Cytoplasmic side. Vacuole membrane;Peripheral membrane protein;Cytoplasmic side. Note=Also localizes to membranous structures within the cell interior, probably endosomal or Golgi membranes.",17.80354,FALSE,P38873
FALSE,TRUE,439,,,ENT5,ENT5,TRUE,YDR153C,Protein containing an N-terminal epsin-like domain,S000002560;,Epsin N-Terminal homology,Verified,YDR153C,Cytoplasm. Endosome membrane;Peripheral membrane protein. Note=Found predominantly on endosomal structures.,20.45888,FALSE,Q03769
FALSE,TRUE,439,,,KAR3,KAR3,TRUE,YPR141C,Minus-end-directed microtubule motor,S000006345;,KARyogamy,Verified,YPR141C,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Nucleus. Cytoplasm, cytoskeleton. Note=Cytoplasmic microtubules.",16.63107,FALSE,P17119
TRUE,TRUE,71,,,YLL054C,YLL054C,TRUE,YLL054C,Putative protein of unknown function with similarity to Pip2p,S000003977;,,Uncharacterized,YLL054C,Nucleus {ECO:0000305}.,16.54369,TRUE,Q12244
FALSE,TRUE,71,COX1 pre-assembly complex,CPX-1423,MSS51,MSS51,TRUE,YLR203C,Specific translational activator for the mitochondrial COX1 mRNA,S000004193;,Mitochondrial Splicing Suppressor,Verified,YLR203C,"Mitochondrion inner membrane {ECO:0000269|PubMed:10803883, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:15306853};Peripheral membrane protein {ECO:0000269|PubMed:10803883, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:15306853};Matrix side {ECO:0000269|PubMed:10803883, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:15306853}.",21.00281,FALSE,P32335
FALSE,TRUE,71,,,TGL5,TGL5;STC2,TRUE,YOR081C,Bifunctional triacylglycerol lipase and LPA acyltransferase,S000005607;,TriacylGlycerol Lipase,Verified,YOR081C,"Lipid droplet {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16135509, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:24868093, ECO:0000269|PubMed:27170177}. Note=Partially retained in the endoplasmic reticulum in cells lacking triacylglycerols. {ECO:0000269|PubMed:27170177}.",20.47358,FALSE,Q12043
